name,id,date_start,date_end,region,type,event,age_group,discipline,rank,player1,player2,seed
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,XD U17,U17,XD,1,Allen Yang,Vivian Feng,2
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,XD U17,U17,XD,2,Noah Chien,Clarinda Jin,1
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,XD U17,U17,XD,3,Srinivas,Raghav SubashShraddha Prakash,
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,XD U17,U17,XD,4,Terence Cai,Selena Wei,3/4
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,XD U19,U19,XD,1,Zicheng Xu,Jasmine Yeung,1
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,XD U19,U19,XD,2,Justin Xia,Cassidy Yeh,2
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,XD U19,U19,XD,3,Ansen Liu,Charity Lam,3/4
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,XD U19,U19,XD,4,Jun Heng Lai,Sydney Li,3/4
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U11,U11,BD,1,Ayaan Kale,Chris Lin,3/4
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U11,U11,BD,2,Fonghong Lin,Keaton Ou,1
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U11,U11,BD,3,Shrihayagrivan Karthigayan,Toby Liu,2
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U11,U11,BD,4,Eden Wong,Mingyuan Zang,3/4
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U13,U13,BD,1,Chiranjeev Deepak,Anshu Gowda,1
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U13,U13,BD,2,Vignan Chandrasekaran,Michael Yufu Sun,2
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U13,U13,BD,3,Anirudh Rudharraju,Kevin Xie,3/4
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U13,U13,BD,4,Arnav Satish,Joey Wang,3/4
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U15,U15,BD,1,Carsten Lam,Anthony Cheng Xu,3/4
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U15,U15,BD,2,Jacob Ma,Jacob Zhou,2
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U15,U15,BD,3,Srineet Atluri,Mikael Chang,1
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U15,U15,BD,4,Ayaaz Muhammed Baig,Cayden Wang,3/4
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U17,U17,BD,1,Prajwal Avadhani,Uddhav Kasarabada,5/8
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U17,U17,BD,2,Yifan,LiuSrinivas Raghav Subash,
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U17,U17,BD,3,Christopher Gunawan,Jayden Mar,5/8
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U17,U17,BD,4,Brendan Chen,Hanyi Zhang,1
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U19,U19,BD,1,Jun,Heng LaiZicheng Xu,
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U19,U19,BD,2,Noah,ChienRithik Rasamsetti,
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U19,U19,BD,3,Caden,WangJustin Xia,
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,BD U19,U19,BD,4,Adhyaan Balaji,Daniel Seungchan Park,2
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U11,U11,GD,1,Kira,ChuNina Kuan,
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U11,U11,GD,2,Shreya Rajesh Kumar,Venba Senkadir,2
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U11,U11,GD,3,Xiner Hu,Riana Soprala,1
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U11,U11,GD,4,Chaarvi Telikuntla,Eesha Vikram,3/4
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U13,U13,GD,1,Krishnavi Kasu,Claire QiuChen Li,1
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U13,U13,GD,2,Grace Cheng,Sophia Z Liu,2
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U13,U13,GD,3,Catherine Du,Medha Sivani Gudavalli,3/4
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U13,U13,GD,4,Grace,Eunhye ParkSeanna Yang,
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U15,U15,GD,1,Shraddha Prakash,Lexuan Wen,2
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U15,U15,GD,2,Charvi Srivastava,Elena Zhang,3/4
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U15,U15,GD,3,Mihika Jaiswal,Sahasra Reddy,3/4
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U15,U15,GD,4,Adriel,Ammy ChandranHaziqa H Mathani,
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U17,U17,GD,1,Alice,MengAnnie Meng,
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U17,U17,GD,2,Angela,WangSelina Xu,
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U17,U17,GD,3,Jennifer Bangcaya,Maggie Zang,2
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U17,U17,GD,4,Clarinda Jin,Ishi Reddy,1
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U19,U19,GD,1,Zoey Enqi Tan,Cassidy Yeh,2
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U19,U19,GD,2,Angela,YeJasmine Yeung,
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U19,U19,GD,3,Radhika,BirurMeghana Nishant,
2025 YONEX Synergy NorCal ORC,A3D197AE-C74C-41BF-9C66-F91B7576B77A,2025-11-08,2025-11-10,NorCal,ORC,GD U19,U19,GD,4,Sasha,SumanYalan Zhu,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U11,U11,BS,1,Daksh Thakur,,2
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U11,U11,BS,2,Warren Wenxuan Huang,,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U11,U11,BS,3,Srinivas Shankar,,1
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U11,U11,BS,4,Lucas Y Wang,,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U13,U13,BS,1,William Chen,,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U13,U13,BS,2,Nithesh Madishetti,,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U13,U13,BS,3,Luke Wen,,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U13,U13,BS,4,Sahir Bhuiyan,,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U15,U15,BS,1,Steven Lei,,3/4
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U15,U15,BS,2,Jack Richards,,3/4
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U15,U15,BS,3,Alex Jiang,,2
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U15,U15,BS,4,Kerrick Linn Hu,,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U17,U17,BS,1,Pranav Gyajangi,,2
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U17,U17,BS,2,Agastya Kalal,,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U17,U17,BS,3,Shanmukh Ayyalasomayajula,,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U17,U17,BS,4,Melvin Cui,,1
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U19,U19,BS,1,Matthew H Ponta,,2
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U19,U19,BS,2,Mohammad Tahmid Hossain,,1
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U19,U19,BS,3,Connor Mills,,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BS U19,U19,BS,4,Aaron Fu,,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U11,U11,GS,1,Sarah Xie,,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U11,U11,GS,2,Sahasra Nali,,2
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U11,U11,GS,3,Victoria A Liu,,1
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U11,U11,GS,4,Taara Karthik,,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U13,U13,GS,1,Ivy Chang,,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U13,U13,GS,2,Rachel Yuezhi Xu,,2
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U13,U13,GS,3,Catherine Chen,,1
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U13,U13,GS,4,Ellen Ouyang,,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U15,U15,GS,1,Hanyi (Sissi) Lei,,1
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U15,U15,GS,2,Catherine Du,,3/4
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U15,U15,GS,3,Emma Qin,,3/4
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U15,U15,GS,4,Paige Xu,,2
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U17,U17,GS,1,Charvi Srivastava,,1
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U17,U17,GS,2,Elena Zhang,,2
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U17,U17,GS,3,Allison Zhao,,3/4
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U17,U17,GS,4,Ksheera Karthik,,3/4
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U19,U19,GS,1,Erica Chen Lin,,2
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U19,U19,GS,2,Charlotte Richards,,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U19,U19,GS,3,Veronica Ornatsky,,1
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GS U19,U19,GS,4,Seoyoung Lee,,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U11,U11,XD,1,Peter,LeiSarah Xie,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U11,U11,XD,2,Tingxin,TanSahasra Nali,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U11,U11,XD,3,Hrishikesh Gollamudi,Sahasra Samarthy,2
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U11,U11,XD,4,Srinivas,ShankarTaara Karthik,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U13,U13,XD,1,Adrian,ZhangIvy Chang,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U13,U13,XD,2,Pradhyumn Surendran,Rachel Yuezhi Xu,1
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U13,U13,XD,3,Tinghao Tan,Catherine Chen,2
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U13,U13,XD,4,Shrihan,Reddy VennapusaMariia Filimonova,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U15,U15,XD,1,Jack Richards,Charvi Srivastava,1
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U15,U15,XD,2,Bavish Reddi Dornala,Catherine Du,2
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U15,U15,XD,3,Brighton,YuSrivarshini Badrinarayanan,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U15,U15,XD,4,Ashrith,Raj VuppalaAndrea Lee,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U17,U17,XD,1,Shanmukh,AyyalasomayajulaKaitlyn Kim,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U17,U17,XD,2,Pranav,GyajangiElena Zhang,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U17,U17,XD,3,Steven,LeiAllison Zhao,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U17,U17,XD,4,Jacob Ma,Hanyi (Sissi) Lei,1
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U19,U19,XD,1,Mohammad Tahmid Hossain,Erica Chen Lin,2
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U19,U19,XD,2,Connor Mills,Charlotte Richards,1
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U19,U19,XD,3,Shaan,V SinghSeoyoung Lee,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,XD U19,U19,XD,4,Tejas,RanadeAngela Zhang,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U11,U11,BD,1,Srinivas,ShankarDaksh Thakur,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U11,U11,BD,2,Peter,LeiTingxin Tan,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U11,U11,BD,3,Aahir,SehgalLucas Y Wang,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U11,U11,BD,4,Hrishikesh,GollamudiVihaan Vignesh,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U13,U13,BD,1,Luke Wen,Adrian Zhang,1
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U13,U13,BD,2,Nithesh Madishetti,Pradhyumn Surendran,2
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U13,U13,BD,3,Sahir,BhuiyanAndrew Sinyushkin,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U13,U13,BD,4,Warren,Wenxuan HuangTinghao Tan,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U15,U15,BD,1,Bavish Reddi Dornala,Sunny Zheng,1
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U15,U15,BD,2,Alex,JiangJack Richards,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U15,U15,BD,3,Rajguru,Reddy AreMd. Amaan Ali Pasha,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U15,U15,BD,4,Urav,GuptaArjun Roshan Nair,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U17,U17,BD,1,Pranav,GyajangiAgastya Kalal,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U17,U17,BD,2,Melvin,CuiSteven Lei,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U17,U17,BD,3,Edison,Chen LinVedanth Menon,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U17,U17,BD,4,Justin,John GeorgeAadithyan Ratheesh,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U19,U19,BD,1,Benson,LiangMatthew H Ponta,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U19,U19,BD,2,Shanmukh,AyyalasomayajulaMohammad Tahmid Hossain,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U19,U19,BD,3,Aaron,FuJacob Ma,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,BD U19,U19,BD,4,Sri,Raghuram VasamsettiEric Zhang,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GD U11,U11,GD,1,Sahasra,NaliSarah Xie,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GD U11,U11,GD,2,Victoria,A LiuSahasra Samarthy,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GD U11,U11,GD,3,Jayasmi,DhruvarajTaara Karthik,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GD U11,U11,GD,4,Celina,Miao HuEllie Wen,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GD U13,U13,GD,1,Catherine Chen,Rachel Yuezhi Xu,1
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GD U13,U13,GD,2,Aanya Latne,Sasikavi Muthu,2
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GD U13,U13,GD,3,Ivy,ChangPearl Li,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GD U13,U13,GD,4,Ellen,OuyangVenya Pamidimukkala,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GD U15,U15,GD,1,Hanyi (Sissi) Lei,Kaylie Liu,2
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GD U15,U15,GD,2,Sahana Samarthy,Paige Xu,1
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GD U15,U15,GD,3,Catherine,DuEmma Qin,
2025 Egret Midwest OLC,F1D5FE50-3A8A-4C5A-8A55-71BE130B6EC3,2025-11-22,2025-11-23,MW,OLC,GD U15,U15,GD,4,Angela,ChenKavisha Kabra,
