age_group,discipline,rank,player,total_pts,counted,total,top4_detail
U11,XD,22,Matthew Alexander Lau,1189,4,4,DFW_South_ORC 5-8(531) | Arena_SoCal_ORC 9-16(340) | CanAm_NorCal_OLC 6-6(159) | Dave_Freeman_OLC 7-8(159)
U11,XD,23,Julia Zhang,1148,4,8,Arena_SoCal_ORC 9-16(340) | DFW_South_ORC 9-16(340) | Junior_Nationals 33-48(255) | Bellevue_NW_ORC 17-32(213)
U11,XD,24,Saanvi Jha,1030,3,3,DFW_South_ORC 5-8(531) | Arena_SoCal_ORC 9-16(340) | CanAm_NorCal_OLC 6-6(159)
U11,XD,25,Serena Chie,1021,4,5,DFW_South_ORC 9-16(340) | Junior_Nationals 33-48(255) | Bellevue_NW_ORC 17-32(213) | Arena_SoCal_ORC 17-32(213)
U11,XD,26,Devaansh Surpur,1012,4,5,DFW_South_ORC 9-16(340) | Junior_Nationals 33-48(255) | Arena_SoCal_ORC 17-32(213) | Fortius_South_CRC 4-4(204)
U11,XD,27,Peter Lei,999,3,3,DFW_South_ORC 5-8(531) | Egret_Midwest_OLC 1-1(255) | SPBA_Midwest_ORC 17-32(213)
U11,XD,28,Ivy Lu,979,4,6,Junior_Nationals 25-32(340) | Synergy_NorCal_ORC 17-32(213) | Arena_SoCal_ORC 17-32(213) | DFW_South_ORC 17-32(213)
U11,XD,29,Sahasra Vudum,872,4,5,Arena_SoCal_ORC 9-16(340) | CBA_Midwest_OLC 1-1(255) | DFW_South_ORC 17-32(213) | Austin_South_OLC 17-24(64)
U11,XD,30,Tyler Jiang,871,2,2,Arena_SoCal_ORC 5-8(531) | DFW_South_ORC 9-16(340)
U11,XD,31,Alison Liu,871,2,2,Arena_SoCal_ORC 5-8(531) | DFW_South_ORC 9-16(340)
U11,XD,32,Ethan Yichen Zhou,851,4,4,Arena_SoCal_ORC 9-16(340) | Bellevue_NW_ORC 17-32(213) | DFW_South_ORC 17-32(213) | Synergy_NorCal_ORC 33-64(85)
U13,BS,1,Kevin Xie,6495,4,5,Junior_Nationals 3-3(2677) | LIBC_NE_ORC 2-2(1417) | SPBA_Midwest_ORC 2-2(1417) | Synergy_NorCal_ORC 5-8(984)
U13,BS,2,Aayush Jaladurgam,5905,4,9,Arena_SoCal_ORC 1-1(1575) | DFW_South_ORC 1-1(1575) | Junior_Nationals 9-12(1417) | LIBC_NE_ORC 3-3(1338)
U13,BS,3,Anirudh Rudharraju,4133,4,6,Arena_SoCal_ORC 2-2(1417) | Junior_Nationals 13-16(1102) | LIBC_NE_ORC 5-8(984) | DFW_South_ORC 9-16(630)
U13,BS,4,Shrihayagrivan Karthigayan,3869,4,10,Junior_Nationals 3-3(1446) | LIBC_NE_ORC 1-1(850) | Synergy_NorCal_ORC 1-1(850) | Bellevue_NW_ORC 3-3(723)
U13,BS,5,Felix Liu,3858,4,7,Arena_SoCal_ORC 4-4(1260) | LIBC_NE_ORC 5-8(984) | DFW_South_ORC 5-8(984) | SPBA_Midwest_ORC 9-12(630)
U13,BS,6,Matthew Zhang,3778,4,8,Arena_SoCal_ORC 3-3(1338) | DFW_South_ORC 3-3(1338) | SPBA_Midwest_ORC 9-16(630) | Junior_Nationals 33-48(472)
U13,BS,7,Vignan Chandrasekaran,3661,4,9,DFW_South_ORC 2-2(1417) | Arena_SoCal_ORC 5-8(984) | Bellevue_NW_ORC 9-16(630) | SPBA_Midwest_ORC 9-16(630)
U13,BS,8,Eli You,3630,4,7,Bellevue_NW_ORC 3-3(1338) | SPBA_Midwest_ORC 4-4(1260) | Synergy_NorCal_ORC 9-16(630) | ABC_OLC 3-3(402)
U13,BS,9,Mingyuan Zang,3606,4,8,Junior_Nationals 2-2(1531) | Synergy_NorCal_ORC 2-2(765) | Bellevue_NW_ORC 4-4(680) | DFW_South_ORC 9-16(630)
U13,BS,10,Virat Satish,3300,4,8,Junior_Nationals 5-5(1275) | SPBA_Midwest_ORC 2-2(765) | Bellevue_NW_ORC 9-16(630) | LIBC_NE_ORC 9-16(630)
U13,BS,11,Boqian Zheng,3300,4,8,Junior_Nationals 4-4(1360) | SPBA_Midwest_ORC 4-4(680) | LIBC_NE_ORC 9-16(630) | Synergy_NorCal_ORC 9-16(630)
U13,BS,12,Leslie Wang,3189,4,9,Synergy_NorCal_ORC 5-8(984) | Junior_Nationals 17-24(945) | Bellevue_NW_ORC 9-16(630) | LIBC_NE_ORC 9-16(630)
U13,BS,13,Derek Huang,3189,4,9,DFW_South_ORC 5-8(984) | Junior_Nationals 17-24(945) | LIBC_NE_ORC 9-16(630) | SPBA_Midwest_ORC 9-16(630)
U13,BS,14,Mokshagna Surpur,3102,4,8,DFW_South_ORC 4-4(1260) | Junior_Nationals 17-24(945) | Schafer_SLG_OLC 1-1(472) | Austin_South_CRC 2-2(425)
U13,BS,15,Adrian Zhang,3003,4,9,Arena_SoCal_ORC 5-8(984) | Junior_Nationals 9-12(765) | LIBC_NE_ORC 3-3(723) | Bellevue_NW_ORC 5-8(531)
U13,BS,16,Zechariah Wang,2874,4,6,SPBA_Midwest_ORC 5-8(984) | Junior_Nationals 25-32(630) | LIBC_NE_ORC 9-16(630) | DFW_South_ORC 9-16(630)
U13,BS,17,Devaansh Mahato,2817,4,9,Junior_Nationals 7-8(935) | Bellevue_NW_ORC 2-2(765) | Synergy_NorCal_ORC 3-3(723) | DFW_South_ORC 17-32(394)
U13,BS,18,Michael Yufu Sun,2519,1,1,Junior_Nationals 4-4(2519)
U13,BS,19,Luke Wen,2511,4,7,DFW_South_ORC 5-8(984) | SPBA_Midwest_ORC 13-16(630) | CBA_Midwest_OLC 1-1(472) | Peak_Sports_OLC2 2-2(425)
U13,BS,20,Ritvik Singh,2441,4,5,SPBA_Midwest_ORC 5-5(984) | DFW_South_ORC 9-16(630) | Peak_Sports_OLC 2-2(425) | Fortius_South_CRC 3-3(402)
U13,BS,21,Adithya Yeluguri,2362,4,7,LIBC_NE_ORC 9-16(630) | SPBA_Midwest_ORC 9-16(630) | DFW_South_ORC 9-16(630) | Fortius_South_CRC 1-1(472)
U13,BS,22,Siddharth Kuchi,2275,4,8,SPBA_Midwest_ORC 7-8(984) | Junior_Nationals 33-48(472) | Capital_NE_OLC 2-2(425) | LIBC_NE_ORC 17-32(394)
U13,BS,23,Ayaan Kale,2254,4,11,Junior_Nationals 7-8(935) | SPBA_Midwest_ORC 5-8(531) | LIBC_NE_ORC 17-32(394) | Arena_SoCal_ORC 17-32(394)
U13,BS,24,Srihari Shyam,2186,4,4,Junior_Nationals 6-6(1105) | SPBA_Midwest_ORC 5-8(531) | Peak_Sports_OLC 5-8(295) | NE_MassBad_OLC 1-1(255)
U13,BS,25,Keaton Ou,2167,4,9,Junior_Nationals 9-12(765) | SPBA_Midwest_ORC 5-5(531) | Synergy_NorCal_ORC 5-8(531) | Bellevue_NW_ORC 9-16(340)
U13,BS,26,Reyansh Chalamalasetti,1898,4,7,SPBA_Midwest_ORC 9-16(630) | Junior_Nationals 33-48(472) | Schafer_SLG_OLC2 3-3(402) | LIBC_NE_ORC 17-32(394)
U13,BS,27,David Zhang,1890,4,11,Arena_SoCal_ORC 9-16(630) | Junior_Nationals 33-48(472) | Bellevue_NW_ORC 17-32(394) | SPBA_Midwest_ORC 17-32(394)
U13,BS,28,Leo Ye,1874,4,7,Arena_SoCal_ORC 9-16(630) | Junior_Nationals 33-48(472) | Bellevue_NW_ORC 17-32(394) | CanAm_NorCal_OLC 4-4(378)
U13,BS,29,Aiden Wu,1874,4,9,SPBA_Midwest_ORC 13-16(630) | SGVBC_SoCal_CRC 2-2(425) | Dave_Freeman_OLC 2-2(425) | Bellevue_NW_ORC 17-32(394)
U13,BS,30,Toby Liu,1870,4,11,LIBC_NE_ORC 4-4(680) | Junior_Nationals 17-24(510) | Bellevue_NW_ORC 9-16(340) | SPBA_Midwest_ORC 9-16(340)
U13,BS,31,Pradhyumn Surendran,1867,4,6,Bellevue_NW_ORC 5-8(531) | LIBC_NE_ORC 5-8(531) | Junior_Nationals 17-24(510) | Egret_Midwest_OLC 6-6(295)
U13,BS,32,Chris Lin,1860,4,11,Junior_Nationals 13-16(595) | Synergy_NorCal_ORC 5-8(531) | Arena_SoCal_ORC 17-32(394) | LIBC_NE_ORC 9-16(340)
U13,GS,1,Krishnavi Kasu,7244,4,7,Junior_Nationals 4-4(2519) | LIBC_NE_ORC 1-1(1575) | Arena_SoCal_ORC 1-1(1575) | DFW_South_ORC 1-1(1575)
U13,GS,2,Sophia Z Liu,5637,4,8,Junior_Nationals 1-1(1701) | SPBA_Midwest_ORC 3-3(1338) | Arena_SoCal_ORC 3-3(1338) | DFW_South_ORC 4-4(1260)
U13,GS,3,Siddhi Thorat,4841,4,8,Arena_SoCal_ORC 2-2(1417) | DFW_South_ORC 3-3(1338) | Junior_Nationals 13-16(1102) | LIBC_NE_ORC 5-8(984)
U13,GS,4,Grace Cheng,4802,4,7,Junior_Nationals 9-12(1417) | DFW_South_ORC 2-2(1417) | Bellevue_NW_ORC 5-8(984) | Arena_SoCal_ORC 5-8(984)
U13,GS,5,Hannah Xiao,4764,4,5,Synergy_NorCal_ORC 1-1(1575) | Bellevue_NW_ORC 4-4(1260) | Arena_SoCal_ORC 5-8(984) | Junior_Nationals 17-24(945)
U13,GS,6,Claire Qiuchen Li,4369,4,6,Junior_Nationals 9-12(1417) | LIBC_NE_ORC 5-8(984) | SPBA_Midwest_ORC 5-8(984) | Arena_SoCal_ORC 5-8(984)
U13,GS,7,Arundhathi Padma Mohan,4173,4,6,Arena_SoCal_ORC 4-4(1260) | Synergy_NorCal_ORC 5-8(984) | DFW_South_ORC 5-8(984) | Junior_Nationals 17-24(945)
U13,GS,8,Qingyao Liu,4133,4,8,Synergy_NorCal_ORC 2-2(1417) | Junior_Nationals 13-16(1102) | LIBC_NE_ORC 5-8(984) | Bellevue_NW_ORC 9-16(630)
U13,GS,9,Xiner Hu,4044,4,8,Junior_Nationals 4-4(1360) | DFW_South_ORC 5-8(984) | Bellevue_NW_ORC 1-1(850) | Synergy_NorCal_ORC 1-1(850)
U13,GS,10,Kavya Balaji,3868,4,8,Junior_Nationals 2-2(1531) | LIBC_NE_ORC 5-8(984) | SPBA_Midwest_ORC 3-3(723) | Arena_SoCal_ORC 9-16(630)
U13,GS,11,Zelenia Shen,3661,4,8,Junior_Nationals 9-12(1417) | DFW_South_ORC 5-8(984) | Bellevue_NW_ORC 9-16(630) | Synergy_NorCal_ORC 9-16(630)
U13,GS,12,Aadya Yanamandra,3655,4,9,Junior_Nationals 5-5(1275) | LIBC_NE_ORC 1-1(850) | Bellevue_NW_ORC 2-2(765) | SPBA_Midwest_ORC 2-2(765)
U13,GS,13,Laasya Polineni,3556,4,8,Junior_Nationals 3-3(1446) | SPBA_Midwest_ORC 1-1(850) | Synergy_NorCal_ORC 9-16(630) | Arena_SoCal_ORC 9-16(630)
U13,GS,14,Eesha Vikram,2912,4,12,Junior_Nationals 7-8(935) | Bellevue_NW_ORC 3-3(723) | LIBC_NE_ORC 3-3(723) | SPBA_Midwest_ORC 5-5(531)
U13,GS,15,Emily Feng,2805,4,10,Junior_Nationals 9-12(765) | Bellevue_NW_ORC 4-4(680) | LIBC_NE_ORC 4-4(680) | Synergy_NorCal_ORC 4-4(680)
U13,GS,16,Riana Soprala,2803,4,8,Junior_Nationals 6-6(1105) | Synergy_NorCal_ORC 2-2(765) | SPBA_Midwest_ORC 5-8(531) | Fortius_South_CRC 3-3(402)
U13,GS,17,Grace Eunhye Park,2717,4,5,Bellevue_NW_ORC 5-8(984) | Junior_Nationals 17-24(945) | Synergy_NorCal_ORC 17-32(394) | DFW_South_ORC 17-32(394)
U13,GS,18,Manvi Jandhyala,2716,4,8,DFW_South_ORC 5-8(984) | Junior_Nationals 25-32(630) | SPBA_Midwest_ORC 9-16(630) | Austin_South_CRC 1-1(472)
U13,GS,19,Vaishnavi Packiyaraj,2622,4,4,SPBA_Midwest_ORC 7-8(984) | Junior_Nationals 25-32(630) | LIBC_NE_ORC 9-16(630) | NE_MassBad_OLC 4-4(378)
U13,GS,20,Samyutha Aluri,2469,4,8,Junior_Nationals 7-8(935) | LIBC_NE_ORC 5-8(531) | SPBA_Midwest_ORC 5-8(531) | Peak_Sports_OLC2 1-1(472)
U13,GS,21,Fiona Liu,2362,4,10,LIBC_NE_ORC 9-16(630) | Arena_SoCal_ORC 9-16(630) | DFW_South_ORC 9-16(630) | Schafer_SLG_OLC2 1-1(472)
U13,GS,22,Xirui Wang,2315,4,10,LIBC_NE_ORC 9-16(630) | Synergy_NorCal_ORC 9-16(630) | Arena_SoCal_ORC 9-16(630) | Austin_South_CRC 2-2(425)
U13,GS,23,Deepika Vaishnavi Venkatraman,2284,4,7,SPBA_Midwest_ORC 13-16(630) | Synergy_NorCal_ORC 9-16(630) | DFW_South_ORC 9-16(630) | Bellevue_NW_ORC 17-32(394)
U13,GS,24,Catherine Chen,2278,4,6,LIBC_NE_ORC 2-2(765) | SPBA_Midwest_ORC 5-8(531) | Junior_Nationals 17-24(510) | CBA_Midwest_OLC 1-1(472)
U13,GS,25,Venba Senkadir,2202,4,9,DFW_South_ORC 9-16(630) | Bellevue_NW_ORC 5-8(531) | Synergy_NorCal_ORC 5-8(531) | Junior_Nationals 17-24(510)
U13,GS,26,Isha Suresh,2137,4,8,Junior_Nationals 9-12(765) | Synergy_NorCal_ORC 3-3(723) | DFW_South_ORC 17-32(394) | CanAm_NorCal_OLC 1-1(255)
U13,GS,27,Rianshi Kuchi,2134,4,8,LIBC_NE_ORC 9-16(630) | DFW_South_ORC 9-16(630) | Capital_NE_OLC 1-1(472) | Wayside_NE_CRC 3-3(402)
U13,GS,28,Chaarvi Telikuntla,1997,4,9,Junior_Nationals 13-16(595) | LIBC_NE_ORC 5-8(531) | Synergy_NorCal_ORC 5-8(531) | SPBA_Midwest_ORC 9-12(340)
U13,GS,29,Seanna Yang,1968,4,6,Arena_SoCal_ORC 9-16(630) | Junior_Nationals 33-48(472) | OBA_NW_OLC 1-1(472) | Bellevue_NW_ORC 17-32(394)
U13,GS,30,Ananya Kumar,1966,4,9,LIBC_NE_ORC 9-16(630) | SPBA_Midwest_ORC 7-8(531) | Junior_Nationals 17-24(510) | Austin_South_CRC 7-8(295)
U13,GS,31,Grace Li,1949,4,5,Junior_Nationals 25-32(630) | Arena_SoCal_ORC 9-16(630) | Synergy_NorCal_ORC 17-32(394) | ABC_OLC 5-8(295)
U13,GS,32,Rachel Yuezhi Xu,1891,4,7,Synergy_NorCal_ORC 5-8(531) | Junior_Nationals 17-24(510) | Egret_Midwest_OLC 2-2(425) | CBA_Midwest_OLC 2-2(425)
U13,BD,1,Michael Yufu Sun,7087,4,5,Junior_Nationals 5-5(2362) | Bellevue_NW_ORC 1-1(1575) | Arena_SoCal_ORC 1-1(1575) | DFW_South_ORC 1-1(1575)
U13,BD,2,Anirudh Rudharraju,6298,4,6,Junior_Nationals 6-6(2047) | SPBA_Midwest_ORC 2-2(1417) | Arena_SoCal_ORC 2-2(1417) | DFW_South_ORC 2-2(1417)
U13,BD,3,Kevin Xie,6298,4,6,Junior_Nationals 6-6(2047) | SPBA_Midwest_ORC 2-2(1417) | Arena_SoCal_ORC 2-2(1417) | DFW_South_ORC 2-2(1417)
U13,BD,4,Vignan Chandrasekaran,6142,4,9,Bellevue_NW_ORC 1-1(1575) | Arena_SoCal_ORC 1-1(1575) | DFW_South_ORC 1-1(1575) | Synergy_NorCal_ORC 2-2(1417)
U13,BD,5,Aayush Jaladurgam,4920,4,8,SPBA_Midwest_ORC 3-3(1338) | DFW_South_ORC 3-3(1338) | Arena_SoCal_ORC 4-4(1260) | Bellevue_NW_ORC 5-8(984)
U13,BD,6,Boqian Zheng,4795,4,8,Junior_Nationals 1-1(1701) | DFW_South_ORC 4-4(1260) | Arena_SoCal_ORC 5-8(984) | SPBA_Midwest_ORC 1-1(850)
U13,BD,7,Reyansh Chalamalasetti,4684,4,7,Junior_Nationals 7-8(1732) | SPBA_Midwest_ORC 5-8(984) | Arena_SoCal_ORC 5-8(984) | DFW_South_ORC 5-8(984)
U13,BD,8,Leslie Wang,4684,4,8,Junior_Nationals 7-8(1732) | Bellevue_NW_ORC 5-8(984) | Synergy_NorCal_ORC 5-8(984) | Arena_SoCal_ORC 5-8(984)
U13,BD,9,Jeremy Wang,4566,4,7,DFW_South_ORC 3-3(1338) | Arena_SoCal_ORC 4-4(1260) | Bellevue_NW_ORC 5-8(984) | SPBA_Midwest_ORC 5-8(984)
U13,BD,10,Amogh Lanka,4369,4,11,Junior_Nationals 9-12(1417) | Arena_SoCal_ORC 3-3(1338) | DFW_South_ORC 5-8(984) | LIBC_NE_ORC 9-16(630)
U13,BD,11,Mokshagna Surpur,4369,4,10,Junior_Nationals 9-12(1417) | Arena_SoCal_ORC 3-3(1338) | DFW_South_ORC 5-8(984) | LIBC_NE_ORC 9-16(630)
U13,BD,12,Fonghong Lin,4179,4,8,Junior_Nationals 3-3(1446) | Arena_SoCal_ORC 5-8(984) | DFW_South_ORC 5-8(984) | SPBA_Midwest_ORC 2-2(765)
U13,BD,13,Virat Satish,3868,4,8,Junior_Nationals 2-2(1531) | Bellevue_NW_ORC 5-8(984) | SPBA_Midwest_ORC 3-3(723) | Synergy_NorCal_ORC 9-16(630)
U13,BD,14,Adrian Zhang,3605,4,8,Junior_Nationals 4-4(1360) | LIBC_NE_ORC 1-1(850) | Bellevue_NW_ORC 2-2(765) | Synergy_NorCal_ORC 9-16(630)
U13,BD,15,Keaton Ou,3583,4,8,Arena_SoCal_ORC 5-8(984) | DFW_South_ORC 5-8(984) | Bellevue_NW_ORC 1-1(850) | Synergy_NorCal_ORC 2-2(765)
U13,BD,16,Eli You,3582,4,6,Bellevue_NW_ORC 5-8(984) | LIBC_NE_ORC 5-8(984) | Synergy_NorCal_ORC 5-8(984) | SPBA_Midwest_ORC 9-16(630)
U13,BD,17,Derek Huang,3582,4,8,LIBC_NE_ORC 5-8(984) | Arena_SoCal_ORC 5-8(984) | DFW_South_ORC 5-8(984) | Bellevue_NW_ORC 9-16(630)
U13,BD,18,Franklin Xu Cheng,3520,4,10,Junior_Nationals 5-5(1275) | LIBC_NE_ORC 1-1(850) | Bellevue_NW_ORC 2-2(765) | Synergy_NorCal_ORC 9-16(630)
U13,BD,19,Leo Ye,3464,4,7,Junior_Nationals 13-16(1102) | Arena_SoCal_ORC 5-8(984) | DFW_South_ORC 5-8(984) | Bellevue_NW_ORC 17-32(394)
U13,BD,20,Ayaan Kale,3350,4,11,Junior_Nationals 6-6(1105) | Synergy_NorCal_ORC 1-1(850) | LIBC_NE_ORC 2-2(765) | Arena_SoCal_ORC 9-16(630)
U13,BD,21,Mingyuan Zang,3157,4,8,Junior_Nationals 4-4(1360) | Bellevue_NW_ORC 3-3(723) | Synergy_NorCal_ORC 4-4(680) | Arena_SoCal_ORC 17-32(394)
U13,BD,22,Eden Wong,2980,4,9,Junior_Nationals 6-6(1105) | Bellevue_NW_ORC 3-3(723) | Synergy_NorCal_ORC 4-4(680) | Dave_Freeman_OLC 1-1(472)
U13,BD,23,Shrihayagrivan Karthigayan,2891,4,10,Junior_Nationals 9-12(765) | LIBC_NE_ORC 3-3(723) | Synergy_NorCal_ORC 3-3(723) | Bellevue_NW_ORC 4-4(680)
U13,BD,24,Toby Liu,2891,4,10,Junior_Nationals 9-12(765) | LIBC_NE_ORC 3-3(723) | Synergy_NorCal_ORC 3-3(723) | Bellevue_NW_ORC 4-4(680)
U13,BD,25,Srihari Shyam,2887,4,4,Junior_Nationals 2-2(1531) | SPBA_Midwest_ORC 3-3(723) | NE_MassBad_OLC 4-4(378) | Peak_Sports_OLC 1-1(255)
U13,BD,26,David Zhang,2874,4,11,LIBC_NE_ORC 5-8(984) | Bellevue_NW_ORC 9-16(630) | Junior_Nationals 25-32(630) | SPBA_Midwest_ORC 9-16(630)
U13,BD,27,Stephen Huang,2866,4,4,Junior_Nationals 9-12(1417) | Bellevue_NW_ORC 9-16(630) | OBA_NW_OLC 2-2(425) | Synergy_NorCal_ORC 17-32(394)
U13,BD,28,Chris Lin,2840,4,11,Synergy_NorCal_ORC 1-1(850) | LIBC_NE_ORC 2-2(765) | Arena_SoCal_ORC 9-16(630) | Junior_Nationals 13-16(595)
U13,BD,29,Zechariah Wang,2834,4,5,Junior_Nationals 13-16(1102) | SPBA_Midwest_ORC 9-16(630) | DFW_South_ORC 9-16(630) | Wayside_NE_CRC 1-1(472)
U13,BD,30,Marcus K Chua,2756,4,6,Junior_Nationals 13-16(1102) | LIBC_NE_ORC 9-16(630) | Arena_SoCal_ORC 9-16(630) | DFW_South_ORC 17-32(394)
U13,BD,31,Tailong Cheng,2756,4,7,Junior_Nationals 13-16(1102) | LIBC_NE_ORC 9-16(630) | DFW_South_ORC 9-16(630) | SPBA_Midwest_ORC 17-32(394)
U13,BD,32,Bryce Xie,2716,4,6,Bellevue_NW_ORC 5-8(984) | SPBA_Midwest_ORC 9-16(630) | DFW_South_ORC 9-16(630) | Wayside_NE_CRC 1-1(472)
U13,GD,1,Krishnavi Kasu,7087,4,6,Junior_Nationals 5-5(2362) | SPBA_Midwest_ORC 1-1(1575) | Synergy_NorCal_ORC 1-1(1575) | Arena_SoCal_ORC 1-1(1575)
U13,GD,2,Claire Qiuchen Li,7087,4,6,Junior_Nationals 5-5(2362) | SPBA_Midwest_ORC 1-1(1575) | Synergy_NorCal_ORC 1-1(1575) | Arena_SoCal_ORC 1-1(1575)
U13,GD,3,Grace Cheng,5983,4,7,Junior_Nationals 7-8(1732) | Synergy_NorCal_ORC 2-2(1417) | Arena_SoCal_ORC 2-2(1417) | DFW_South_ORC 2-2(1417)
U13,GD,4,Sophia Z Liu,5952,4,8,Junior_Nationals 1-1(1701) | Synergy_NorCal_ORC 2-2(1417) | Arena_SoCal_ORC 2-2(1417) | DFW_South_ORC 2-2(1417)
U13,GD,5,Xiner Hu,5205,4,7,Junior_Nationals 1-1(1701) | Arena_SoCal_ORC 4-4(1260) | DFW_South_ORC 4-4(1260) | Bellevue_NW_ORC 5-8(984)
U13,GD,6,Zelenia Shen,5038,4,7,Junior_Nationals 7-8(1732) | Arena_SoCal_ORC 3-3(1338) | LIBC_NE_ORC 5-8(984) | Synergy_NorCal_ORC 5-8(984)
U13,GD,7,Qingyao Liu,4567,4,7,Junior_Nationals 9-12(1417) | Arena_SoCal_ORC 4-4(1260) | DFW_South_ORC 4-4(1260) | Bellevue_NW_ORC 9-16(630)
U13,GD,8,Aadya Yanamandra,4398,4,9,Junior_Nationals 3-3(1446) | Bellevue_NW_ORC 5-8(984) | Synergy_NorCal_ORC 5-8(984) | DFW_South_ORC 5-8(984)
U13,GD,9,Arundhathi Padma Mohan,4369,4,6,Junior_Nationals 9-12(1417) | DFW_South_ORC 3-3(1338) | Arena_SoCal_ORC 5-8(984) | Synergy_NorCal_ORC 9-16(630)
U13,GD,10,Ayushi Raheja,4369,4,5,Junior_Nationals 9-12(1417) | DFW_South_ORC 3-3(1338) | Arena_SoCal_ORC 5-8(984) | Synergy_NorCal_ORC 9-16(630)
U13,GD,11,Kavya Balaji,4264,4,8,Junior_Nationals 2-2(1531) | LIBC_NE_ORC 5-8(984) | Arena_SoCal_ORC 5-8(984) | SPBA_Midwest_ORC 2-2(765)
U13,GD,12,Laasya Polineni,4264,4,8,Junior_Nationals 2-2(1531) | LIBC_NE_ORC 5-8(984) | DFW_South_ORC 5-8(984) | SPBA_Midwest_ORC 2-2(765)
U13,GD,13,Siddhi Thorat,4054,4,7,Junior_Nationals 13-16(1102) | Bellevue_NW_ORC 5-8(984) | LIBC_NE_ORC 5-8(984) | Synergy_NorCal_ORC 5-8(984)
U13,GD,14,Hannah Xiao,4015,4,4,Junior_Nationals 9-12(1417) | Arena_SoCal_ORC 3-3(1338) | Bellevue_NW_ORC 9-16(630) | Synergy_NorCal_ORC 9-16(630)
U13,GD,15,Grace Eunhye Park,3819,4,5,Synergy_NorCal_ORC 4-4(1260) | DFW_South_ORC 5-8(984) | Junior_Nationals 17-24(945) | Arena_SoCal_ORC 9-16(630)
U13,GD,16,Seanna Yang,3819,4,5,Synergy_NorCal_ORC 4-4(1260) | DFW_South_ORC 5-8(984) | Junior_Nationals 17-24(945) | Arena_SoCal_ORC 9-16(630)
U13,GD,17,Eesha Vikram,3740,4,10,Junior_Nationals 4-4(1360) | Bellevue_NW_ORC 1-1(850) | LIBC_NE_ORC 1-1(850) | Synergy_NorCal_ORC 4-4(680)
U13,GD,18,Riana Soprala,3649,4,7,Junior_Nationals 3-3(1446) | SPBA_Midwest_ORC 1-1(850) | Synergy_NorCal_ORC 3-3(723) | Arena_SoCal_ORC 9-16(630)
U13,GD,19,Venba Senkadir,3619,4,8,Junior_Nationals 6-6(1105) | Arena_SoCal_ORC 5-8(984) | Bellevue_NW_ORC 2-2(765) | Synergy_NorCal_ORC 2-2(765)
U13,GD,20,Vaishnavi Packiyaraj,3409,4,4,Junior_Nationals 9-12(1417) | SPBA_Midwest_ORC 5-8(984) | LIBC_NE_ORC 9-16(630) | NE_MassBad_OLC 4-4(378)
U13,GD,21,Samyutha Aluri,3358,4,6,Junior_Nationals 4-4(1360) | LIBC_NE_ORC 1-1(850) | SPBA_Midwest_ORC 3-3(723) | Capital_NE_OLC 2-2(425)
U13,GD,22,Deepika Vaishnavi Venkatraman,3307,4,6,Junior_Nationals 9-12(1417) | Bellevue_NW_ORC 9-16(630) | SPBA_Midwest_ORC 9-16(630) | Synergy_NorCal_ORC 9-16(630)
U13,GD,23,Sophia Solo,3228,4,5,Bellevue_NW_ORC 5-8(984) | Synergy_NorCal_ORC 5-8(984) | Junior_Nationals 25-32(630) | LIBC_NE_ORC 9-16(630)
U13,GD,24,Shaoxuan Gong,3228,4,5,Bellevue_NW_ORC 5-8(984) | Synergy_NorCal_ORC 5-8(984) | Arena_SoCal_ORC 9-16(630) | DFW_South_ORC 9-16(630)
U13,GD,25,Manvi Jandhyala,3189,4,5,LIBC_NE_ORC 5-8(984) | Junior_Nationals 17-24(945) | SPBA_Midwest_ORC 9-16(630) | DFW_South_ORC 9-16(630)
U13,GD,26,Ananya Kumar,3067,4,6,DFW_South_ORC 5-8(984) | LIBC_NE_ORC 2-2(765) | SPBA_Midwest_ORC 3-3(723) | Junior_Nationals 13-16(595)
U13,GD,27,Rachel Yuezhi Xu,2918,4,6,Junior_Nationals 7-8(935) | LIBC_NE_ORC 3-3(723) | Synergy_NorCal_ORC 9-16(630) | DFW_South_ORC 9-16(630)
U13,GD,28,Isha Suresh,2910,4,6,Arena_SoCal_ORC 5-8(984) | Junior_Nationals 9-12(765) | DFW_South_ORC 9-16(630) | Synergy_NorCal_ORC 5-8(531)
U13,GD,29,Shreya Rajesh Kumar,2908,4,6,Arena_SoCal_ORC 5-8(984) | Bellevue_NW_ORC 2-2(765) | Synergy_NorCal_ORC 2-2(765) | DFW_South_ORC 17-32(394)
U13,GD,30,Samanvi Shetty,2896,4,4,Junior_Nationals 6-6(1105) | Arena_SoCal_ORC 9-16(630) | DFW_South_ORC 9-16(630) | Synergy_NorCal_ORC 5-8(531)
U13,GD,31,Fiona Liu,2874,4,7,Arena_SoCal_ORC 5-8(984) | Bellevue_NW_ORC 9-16(630) | LIBC_NE_ORC 9-16(630) | SPBA_Midwest_ORC 9-16(630)
U13,GD,32,Emily Feng,2868,4,9,Junior_Nationals 5-5(1275) | Bellevue_NW_ORC 5-8(531) | LIBC_NE_ORC 5-8(531) | SPBA_Midwest_ORC 5-8(531)
U13,XD,1,Michael Yufu Sun,7087,4,5,Junior_Nationals 5-5(2362) | Synergy_NorCal_ORC 1-1(1575) | Arena_SoCal_ORC 1-1(1575) | DFW_South_ORC 1-1(1575)
